NAME,AREA_KM2,the_geom,NUMBER
Belmead,1.280633773408026,"MULTIPOLYGON (((-113.62996661504316 53.52632128965926, -113.62992634512398 53.525501868109146, -113.62993441484755 53.524671943231205, -113.62998998979651 53.523748606383286, -113.63046868855547 53.52128898003492, -113.63358989727337 53.52152764535728, -113.63713234542486 53.52160251085894, -113.64409438391827 53.52146726927067, -113.6469984879831 53.52139511804335, -113.64911109313125 53.52135060359278, -113.65209209443198 53.521277898594555, -113.65209256953115 53.52144435862358, -113.65209246932218 53.52163476867352, -113.65209424922818 53.522648528599376, -113.65209624933189 53.52408147844684, -113.65210005916526 53.52648470860273, -113.65210762374323 53.529922502476005, -113.64932801866112 53.52992802329503, -113.64910573948218 53.529898099237094, -113.64306420263705 53.52987256304535, -113.64203623190751 53.52983655120945, -113.64120761250723 53.52976160204284, -113.64031321592059 53.529620571287346, -113.63857738330124 53.529245398011284, -113.6365111565454 53.52872616625154, -113.63480897220118 53.52846078957448, -113.6334996220071 53.52838124450639, -113.6319850113231 53.52841855887352, -113.63039413383694 53.52856592802343, -113.6300763004971 53.5270341975339, -113.62996661504316 53.52632128965926)))",4040
Edmonton Research and Development Park,1.216429720933246,"MULTIPOLYGON (((-113.47957585162807 53.446928490309396, -113.47957548833408 53.44929495470981, -113.47954227076433 53.449699712739466, -113.47923674317589 53.45006928649907, -113.47914617811931 53.450302140384316, -113.47912788798108 53.451411115887645, -113.4791316057993 53.452965456828565, -113.47677653185039 53.45243018089244, -113.47520012818836 53.4521510521559, -113.47385104158533 53.45200039998784, -113.47299530985946 53.451960703193805, -113.46640082496401 53.45185225260643, -113.46647277847852 53.44800375608421, -113.46654505440874 53.43948957871537, -113.46766655947756 53.439489418427094, -113.46789055927599 53.43948833842261, -113.46811738949813 53.439488088342436, -113.46834888961283 53.439488638614826, -113.47957854932291 53.439475168634345, -113.47957589018344 53.446676968685004, -113.47965102280342 53.44667701089474, -113.47957585162807 53.446928490309396)))",6190
Parkview,1.546447997136887,"MULTIPOLYGON (((-113.55946308217005 53.52171951543397, -113.55947628953447 53.52126233407922, -113.5582590002602 53.52125310465996, -113.55762202695121 53.52113738837291, -113.55588340851061 53.5207957778865, -113.55482669095889 53.52057148367905, -113.5546920173525 53.520448378513734, -113.55424971501239 53.51946881175505, -113.55426670868884 53.51929958540583, -113.55436248146137 53.51915272513387, -113.55453826594628 53.51904061683203, -113.5547775802176 53.51895384032047, -113.55623738820272 53.51872539557812, -113.55639096342392 53.51862747139949, -113.55642495875172 53.518491040322225, -113.55617362873835 53.51765733312772, -113.5560367633357 53.51733485070204, -113.5560584349779 53.51659855660635, -113.5577753717964 53.51685674061083, -113.55847364936476 53.51700714967436, -113.55881916750918 53.517149231085796, -113.5590949602555 53.517326618472836, -113.55933138527278 53.517546035783276, -113.5594387707137 53.51773377135816, -113.55948228286549 53.51793077425668, -113.55947129758785 53.51936832174132, -113.56259055534315 53.519377823870386, -113.56570645045751 53.51936715187858, -113.5702708113485 53.51935371676281, -113.57487992195988 53.51935905638651, -113.57630348347571 53.51935855013313, -113.57790841915424 53.51943341815453, -113.57787557691702 53.52125948125477, -113.57788062464716 53.52308975138385, -113.57790850173872 53.52487842871562, -113.57793921178107 53.52668915737297, -113.57794095341109 53.528408653458655, -113.57795650103378 53.529967791717496, -113.57800281072865 53.53152217492512, -113.57627081584467 53.531515094119015, -113.57626749448671 53.53077825409713, -113.57611852006058 53.53077806865356, -113.57287939155208 53.530039448749584, -113.572575989845 53.52997107853874, -113.57163131023029 53.52975580859336, -113.56915599003271 53.52863112837163, -113.56602774991023 53.52863310866223, -113.56573653934316 53.52863279855789, -113.56557380269787 53.5286334087685, -113.56557383253713 53.52853779496577, -113.56439649369209 53.52853913674857, -113.563992380989 53.529024795398506, -113.56338066837432 53.52935011951924, -113.56277436367445 53.5292209261287, -113.56191659004926 53.528367390765105, -113.56006226447646 53.52805878735028, -113.55945962533454 53.52815416140005, -113.55907781884687 53.52797823969947, -113.55936190788445 53.52776909657252, -113.55900674808194 53.52753579723244, -113.55971375623182 53.5271533908289, -113.55978272407951 53.52700665569614, -113.55948806542145 53.52572812602777, -113.55942350875459 53.525574599097304, -113.55921399422827 53.525251813366495, -113.55876031634801 53.5247360823947, -113.55740187286993 53.52362718694383, -113.55652302194923 53.5229082051668, -113.55627573866109 53.522712832185135, -113.55614152147372 53.52252904578276, -113.55612401942504 53.52248883595691, -113.55577530116717 53.52255607058608, -113.55488019896535 53.522192346972794, -113.55433549446373 53.52159327160739, -113.5562297263058 53.521664713661686, -113.556804911663 53.52200506079444, -113.55832155836751 53.52181724726829, -113.5593255657518 53.52181617332953, -113.55946308217005 53.52171951543397)))",3330
Dominion Industrial,0.982474811019772,"MULTIPOLYGON (((-113.56756124962958 53.581236126277346, -113.56580225104645 53.58117689909186, -113.56569969616827 53.58072224901106, -113.5656903662306 53.57897262479162, -113.56568553311023 53.57832610473352, -113.56570161863746 53.5767570044534, -113.56569120002253 53.57354596592486, -113.56571336234181 53.57196853960344, -113.56581375257304 53.57155907645738, -113.56579181475891 53.57036767647372, -113.5711541395108 53.570409140105824, -113.57801788835275 53.57041872070606, -113.57799126784982 53.571574177962816, -113.57801073178244 53.5735510186465, -113.57800115461836 53.57676447380343, -113.57798208839014 53.578996791269766, -113.57795588305925 53.58129191113149, -113.56756124962958 53.581236126277346)))",3160
McNamara Industrial,0.97810840593242,"MULTIPOLYGON (((-113.62732732537208 53.555973424098255, -113.62732492383032 53.55805909781188, -113.62730868345763 53.55954500734232, -113.62147023836172 53.55954809719748, -113.61523644181375 53.55952331707502, -113.61521934883223 53.55782554407661, -113.61522759100002 53.555962132045856, -113.61519627601555 53.55324972161165, -113.61518260612782 53.54893625438967, -113.6151837155239 53.54863122497673, -113.6178718598189 53.5486303750248, -113.62038922647801 53.54861930415512, -113.62390332610583 53.548608205255015, -113.62740312400685 53.548613292208024, -113.62738098860542 53.55001906522335, -113.62736806625601 53.55145319973665, -113.62735812824837 53.55327137432524, -113.62732732537208 53.555973424098255)))",4300
Edmiston Industrial,1.182253082486192,"MULTIPOLYGON (((-113.62531883991986 53.57099813841859, -113.62531940585943 53.57054337334403, -113.62531999790167 53.57042913488097, -113.62728477412011 53.57042615528827, -113.6273047365478 53.565341490537776, -113.62730343900074 53.563217457899626, -113.62730868345763 53.55954500734224, -113.63032178223786 53.55953829192333, -113.63600157004794 53.55954863035481, -113.63962425715467 53.55955887191183, -113.63961292485374 53.561407769370554, -113.63959960922186 53.56320377640759, -113.64011172900413 53.56814402325917, -113.63958474721387 53.5696106991317, -113.63958872007964 53.57044655567206, -113.64017486699427 53.57044846418397, -113.63952417477535 53.57273573422561, -113.63133314378969 53.57203027776335, -113.6299313603673 53.57190743838511, -113.62641131731313 53.571610593587195, -113.62532018719249 53.571523046573965, -113.62531883991986 53.57099813841859)))",4130
Evergreen,0.656219202462334,"MULTIPOLYGON (((-113.35655742353275 53.62862769288222, -113.3566352951048 53.62871914240156, -113.35663369972644 53.63509838858369, -113.35659136023587 53.63506640868118, -113.35637888936427 53.63516376437859, -113.3549046069572 53.635818951644936, -113.35503598997725 53.63592327863638, -113.3448454028609 53.635948225585345, -113.34448991865283 53.63594839637557, -113.34432805897792 53.63594831856678, -113.34433789125102 53.62860613651755, -113.35064260212889 53.628623071877534, -113.35655742353275 53.62862769288222)))",2270
West Sheffield Industrial,0.624060591785347,"MULTIPOLYGON (((-113.6152177137325 53.56135285087028, -113.61524048144325 53.563034631395254, -113.61061598321147 53.56303151978296, -113.60644525026783 53.563036767545, -113.60277606393097 53.56303164442424, -113.6027931329664 53.56079411285234, -113.60287109431813 53.559084933726496, -113.60243878472807 53.558565133080116, -113.60321487204614 53.558202013543486, -113.60379371174704 53.5577438624959, -113.60517306486945 53.55594869912666, -113.60823014145156 53.555961924397906, -113.61522759100002 53.555962132045856, -113.61521934883223 53.55782554407661, -113.61523644181375 53.55952331707502, -113.6152177137325 53.56135285087028)))",4600
Wilson Industrial,0.996486221161903,"MULTIPOLYGON (((-113.63962425715467 53.55955887191183, -113.63600157004794 53.55954863035481, -113.63032178223786 53.55953829192333, -113.62730868345763 53.55954500734224, -113.62732492383032 53.55805909781188, -113.62732732537208 53.555973424098255, -113.62735812824837 53.55327137432524, -113.62736806625601 53.55145319973665, -113.62738098860542 53.55001906522335, -113.62740312400685 53.548613292208024, -113.63278103782257 53.54861057630497, -113.63616135232492 53.54860187479403, -113.63982986693553 53.54859586122683, -113.63972374287943 53.55327026815725, -113.63962554038291 53.55590653334962, -113.63962425715467 53.55955887191183)))",4640
Armstrong Industrial,1.113634701726025,"MULTIPOLYGON (((-113.62532018719249 53.571523046573965, -113.62229800543459 53.57197537782759, -113.61529646965505 53.57335355859185, -113.61525762562715 53.57044388869854, -113.61523367696704 53.56744127977997, -113.61524048144325 53.563034631395254, -113.6152177137325 53.56135285087028, -113.61523644181375 53.55952331707502, -113.62147023836172 53.55954809719748, -113.62730868345763 53.55954500734224, -113.62730343900074 53.563217457899626, -113.6273047365478 53.565341490537776, -113.62728477412011 53.57042615528827, -113.62531999790167 53.57042913488097, -113.62531940585943 53.57054337334403, -113.62531883991986 53.57099813841859, -113.62532018719249 53.571523046573965)))",4030
McIntyre Industrial,1.570014697373235,"MULTIPOLYGON (((-113.46646668984809 53.48283958626469, -113.46664092613094 53.485232970371946, -113.46674854416403 53.48603436494416, -113.46703608609944 53.4880802154616, -113.4670843148037 53.48825023863822, -113.46712039046089 53.48845802072826, -113.4671379224514 53.48860228030747, -113.46715465948496 53.48880997615708, -113.46715518974926 53.49044284959174, -113.46729393268717 53.49058221829574, -113.46730137181984 53.490848664647366, -113.46715825669443 53.490951414890056, -113.46715577414886 53.49085455774094, -113.46678337438526 53.490854250332234, -113.46424080898434 53.490853851011536, -113.463939076492 53.49085433744405, -113.45982987656309 53.490852538163544, -113.45944618191682 53.49085756872741, -113.4590632528616 53.49087286813375, -113.4586818616417 53.49089840552778, -113.45830277740326 53.490934129408004, -113.45792676464487 53.49097996772998, -113.45755458167734 53.49103582805121, -113.45749485694688 53.4910457867693, -113.45743525495718 53.49105600369951, -113.45737577884678 53.49106647830371, -113.45731643174759 53.49107721003043, -113.45725721678474 53.49108819831448, -113.45719813707639 53.491099442577294, -113.45685022059256 53.491171382842815, -113.45650782332103 53.49125219486436, -113.4561715809795 53.491341728607814, -113.45584211786985 53.49143981784557, -113.45552004571998 53.49154628046473, -113.45520596254867 53.49166091880527, -113.45514379297317 53.49168521763613, -113.4551128416851 53.491697487773855, -113.45505120903647 53.49172226833307, -113.4550205288421 53.49173477828574, -113.4549594436325 53.491760036346875, -113.4548987291558 53.491785610362804, -113.45483839000721 53.491811498398285, -113.45472858131834 53.49185941201015, -113.45462006582362 53.49190836232939, -113.45451287104325 53.491958336943775, -113.45440702416285 53.492009323181456, -113.45430255202653 53.49206130811411, -113.45419948113009 53.492114278559725, -113.45415604981302 53.49213711627594, -113.45411287899495 53.49216012899115, -113.45406997065885 53.492183315648404, -113.45402732677559 53.49220667518306, -113.45398494930389 53.49223020652222, -113.45394284019034 53.49225390858542, -113.45388011204689 53.49228982079993, -113.4538179999559 53.492326111853544, -113.45375651035154 53.49236277798774, -113.45369564960359 53.49239981540529, -113.45363542401671 53.49243722027036, -113.45357583982984 53.49247498870911, -113.44872143034321 53.49558315853332, -113.44864178830171 53.49563371454237, -113.44856141221848 53.49568385583553, -113.44848030816479 53.49573357862372, -113.448398482267 53.49578287914952, -113.44831594070601 53.495831753687305, -113.44823268971697 53.49588019854377, -113.4481440016356 53.495930893343626, -113.44805453670865 53.49598110050527, -113.44796430247465 53.49603081579676, -113.44787330653706 53.49608003502732, -113.44778155656364 53.496128754048144, -113.44768906028578 53.49617696875261, -113.4476011743971 53.49622196129727, -113.44751263861062 53.49626649855008, -113.44742345955852 53.49631057717391, -113.4473336439212 53.496354193865784, -113.44724319842685 53.496397345357416, -113.44715212985089 53.496440028415314, -113.44704675516468 53.496488480339856, -113.4469405776263 53.49653630509582, -113.44683360773244 53.49658349795413, -113.44672585605831 53.49663005424801, -113.44661733325646 53.49667596937385, -113.44650805005581 53.496721238791174, -113.4463889561203 53.49676946155303, -113.44626899913968 53.49681691774638, -113.4461481929899 53.49686360188049, -113.44602655164526 53.496909508554225, -113.44590408917688 53.49695463245627, -113.44578081975096 53.49699896836582, -113.44571674136866 53.49702152090744, -113.44565245368356 53.49704386068958, -113.44558795868252 53.497065987021735, -113.4455232583587 53.49708789922, -113.44545835471173 53.49710959660714, -113.44533779671264 53.49714928130341, -113.44522646055437 53.497185216733065, -113.44511455925092 53.49722052261886, -113.44505839979651 53.497237938493306, -113.44486821652418 53.49729523391836, -113.44467652744584 53.497350716797015, -113.4444833811455 53.49740437306541, -113.44428882657728 53.49745618912281, -113.4440929130527 53.49750615183463, -113.44389569022835 53.49755424853619, -113.44268829221228 53.49784255291692, -113.44268368577536 53.49490917257889, -113.44267526871946 53.49267835176274, -113.44267367732955 53.490442410637385, -113.44266793862666 53.48801812894472, -113.44266165275984 53.4849708246721, -113.45112963121237 53.4849448442207, -113.45327380565686 53.48482467155031, -113.45676452552082 53.48442896453104, -113.46131305915476 53.483743022132565, -113.46646668984809 53.48283958626469)))",6430
Youngstown Industrial,0.483841104915183,"MULTIPOLYGON (((-113.60517306486945 53.55594869912666, -113.60841683818273 53.551940495442764, -113.61099423066275 53.54843805004795, -113.61266655987812 53.546320590181715, -113.61387272569779 53.544975476564616, -113.61491771166081 53.54379066938818, -113.61542618177259 53.54349632385622, -113.61588011220147 53.54403636354326, -113.61600384949641 53.54438773466811, -113.61599207405563 53.544771174454446, -113.61585754595677 53.545243052095444, -113.61553706759996 53.54631553014665, -113.61522375773524 53.54737382816777, -113.6151837155239 53.54863122497673, -113.61518260612782 53.54893625438977, -113.61519627601555 53.55324972161165, -113.61522759100002 53.555962132045856, -113.60823014145156 53.555961924397906, -113.60517306486945 53.55594869912666)))",4660
Inglewood,1.649851099326518,"MULTIPOLYGON (((-113.54791633587531 53.55889508122466, -113.54958853643171 53.55891772716226, -113.55139820578599 53.55892093319117, -113.55142167732241 53.560494901630285, -113.55144453204794 53.563242240667286, -113.5514493245212 53.563556284330986, -113.55140195953693 53.56381457400519, -113.55128597686385 53.56403878813229, -113.55027946406182 53.56521745276689, -113.5496756698002 53.56593857024467, -113.54951729312066 53.56629891125997, -113.54946913649222 53.566828798184204, -113.54946863322378 53.567377334682156, -113.54945741196873 53.568433149418524, -113.5493791743313 53.570281133679174, -113.54622449987923 53.57031694326115, -113.54452557538156 53.57031534893172, -113.54119386080863 53.57031458988291, -113.53949078626408 53.57031698989901, -113.53770876098048 53.57031975984394, -113.53591344749243 53.57031217224746, -113.5341535685995 53.570314172249, -113.5324720397747 53.57031513051493, -113.53094778701802 53.57031399254778, -113.53091258785287 53.5701387876348, -113.53090708042559 53.56597281325682, -113.53089654137473 53.562327337775116, -113.53089868175105 53.55889317411785, -113.532441200936 53.55890136335566, -113.53414020893243 53.55889944858074, -113.53591955228275 53.55889953015034, -113.53769799210934 53.558901528628354, -113.53946385341075 53.55890297603411, -113.54117572654484 53.55889526678107, -113.54285813034014 53.55889847691329, -113.5445351769425 53.558895180155446, -113.54791633587531 53.55889508122466)))",3240
Wild Rose,1.772289991009738,"MULTIPOLYGON (((-113.37825141929765 53.47675596759371, -113.37745986059109 53.47691130310239, -113.37665297135273 53.47703530364098, -113.37591733940795 53.47710275633398, -113.37479127850509 53.4771403261556, -113.36871546142778 53.47714198409112, -113.36863465536797 53.47569470333404, -113.36861928427275 53.47243960795501, -113.36866127990767 53.46895417257661, -113.36891524844677 53.468434549335264, -113.36892493985707 53.46567290406269, -113.37007439378027 53.46572264499579, -113.3707738863432 53.46570764656655, -113.3718905450163 53.46571352142519, -113.37381215612797 53.46563018756213, -113.37416152554651 53.46557999516363, -113.37484533118008 53.46548664661629, -113.37546039147354 53.46549127590225, -113.37578702114293 53.465419944200825, -113.37666689265997 53.465509347385435, -113.37697295323775 53.46610806717429, -113.3771703662579 53.46636654648088, -113.37710220980159 53.466568931214816, -113.37715127556741 53.4668427271696, -113.37758347938684 53.4670876579544, -113.37811849383212 53.4673540287275, -113.37844123137583 53.46746243055606, -113.37900671473793 53.46759878810512, -113.37928542670718 53.46753086675549, -113.37960128902245 53.467414555382526, -113.38020703094799 53.46711638151877, -113.38128704544678 53.46658842808728, -113.38128767649884 53.466714096847106, -113.38128735018543 53.46848023856415, -113.3817464298993 53.4684815984549, -113.38175841777496 53.468329753736334, -113.38178421008772 53.46803076291762, -113.38184280384495 53.46736127520955, -113.38193359602312 53.46630545218099, -113.38351016435543 53.46572429880336, -113.38371558824934 53.46539614097956, -113.38398337715654 53.46484388320757, -113.38429520224184 53.46430656484043, -113.38509217151626 53.46403529897705, -113.38595580045413 53.46398619622389, -113.38661594198415 53.464074470755435, -113.38733307770713 53.46444884039391, -113.38814480879961 53.4644467264108, -113.38838573421131 53.46446318125761, -113.38905628510507 53.464657444218915, -113.38936435596669 53.46479666297367, -113.38961372631323 53.464917813812306, -113.3897459532774 53.46500856374826, -113.39005789328633 53.46511755303365, -113.3903113857669 53.46525395854882, -113.39056408601034 53.46544578997935, -113.39246586620425 53.46627485779832, -113.39267852619365 53.466316160217225, -113.39341435956331 53.466457872151295, -113.39378034853524 53.466533174505905, -113.39375597658024 53.46763609999944, -113.39364137081905 53.472930501479546, -113.39169129706522 53.47288963908736, -113.39025898944398 53.47296305854435, -113.38906784781396 53.47310141947993, -113.38756831812591 53.47333767123891, -113.38609517755272 53.47372391552009, -113.38532762335238 53.4739652211413, -113.3839567294422 53.474545201383464, -113.38011558355078 53.47620888489329, -113.37950108931143 53.4764231566592, -113.37890183005864 53.47659850594072, -113.37825141929765 53.47675596759371)))",6790
Crestwood,1.16815794288986,"MULTIPOLYGON (((-113.56750110385813 53.53859925660146, -113.56562921712909 53.53795257780106, -113.56558379901826 53.53758337241126, -113.5607253071332 53.537347090912405, -113.56043673950388 53.53727122957431, -113.56021475569102 53.537167158887335, -113.56010628598622 53.53723813698541, -113.55906346785456 53.53756215923379, -113.55735736941341 53.53756252193504, -113.55581612728741 53.5374091684244, -113.55786553234951 53.53630907626204, -113.55890502049112 53.53597955164033, -113.55970211607122 53.535873276124605, -113.56006075677021 53.53550616751701, -113.5601454159252 53.53531259771963, -113.56018874973009 53.535118875878005, -113.56010068137606 53.53464462004335, -113.5601803325641 53.53443564437369, -113.56069216470021 53.5336722130091, -113.56094645875055 53.53221992933818, -113.56081140003461 53.532017882221275, -113.56037058112058 53.53199025439465, -113.56064677692143 53.530424275918016, -113.56051970088504 53.53006342085072, -113.56123525696736 53.530164235465705, -113.56186056008183 53.53018398326069, -113.56268422714605 53.530229525928064, -113.56306283457859 53.530278709409096, -113.56357265325349 53.530464276650385, -113.5639269374317 53.53078426260673, -113.56402695897907 53.53102338754823, -113.56413863429518 53.53140092322868, -113.5642898047849 53.53157966763513, -113.56440544207767 53.531579658311095, -113.5646120013069 53.531196221537996, -113.56461254445738 53.53000506751506, -113.56557335088057 53.53000495606576, -113.56571082612896 53.52998896706898, -113.56571775574655 53.52962349441509, -113.56587475987665 53.52962204848778, -113.56968381975483 53.529626408494245, -113.57034521988561 53.52986199838661, -113.57105500979725 53.53002076859658, -113.57169561993162 53.5305185085242, -113.57257925993294 53.53051948835928, -113.57288056978261 53.530434248700246, -113.57542050966975 53.53086634840318, -113.57611925026467 53.531018428421376, -113.57626857922881 53.531018904192116, -113.57627081584467 53.531515094119015, -113.57800281072865 53.53152217492512, -113.57798977196838 53.53306662416426, -113.57798702296132 53.53462137982326, -113.57797969200216 53.53617130046557, -113.57798018002406 53.53771830575143, -113.57802975424052 53.53925913485378, -113.57804393003005 53.54124504809267, -113.57626428551833 53.541235961820114, -113.57556848606646 53.54122913133407, -113.57452177675272 53.54074903411703, -113.57280268125376 53.53995228215266, -113.57256042745678 53.53991575960129, -113.57115193857778 53.53950108090738, -113.57102182066104 53.53909482250631, -113.57061313823408 53.53908664778952, -113.56929179706502 53.53894503885328, -113.56896569224722 53.53891792385144, -113.56783835473989 53.53869905365916, -113.56750110385813 53.53859925660146)))",3140
Larkspur,1.658194920580744,"MULTIPOLYGON (((-113.37825141929765 53.47675596759371, -113.37890183005864 53.47659850594072, -113.37950108931143 53.4764231566592, -113.38011558355078 53.47620888489329, -113.3839567294422 53.474545201383464, -113.38532762335238 53.4739652211413, -113.38609517755272 53.47372391552009, -113.38756831812591 53.47333767123891, -113.38906784781396 53.47310141947993, -113.39025898944398 53.47296305854435, -113.39169129706522 53.47288963908736, -113.39364137081905 53.472930501479546, -113.39369340678614 53.48045074271398, -113.39371224522421 53.48307620465911, -113.39371752755521 53.48476865478012, -113.39377934629506 53.48753127551364, -113.39244390296706 53.48740244322994, -113.391129085367 53.48708277578132, -113.38175083998503 53.48434196922515, -113.38174532009012 53.48400676855628, -113.38173213941376 53.48307105973715, -113.38127309017835 53.48306861836953, -113.380813999889 53.48306957866599, -113.38082343907132 53.483701489928386, -113.38081755296055 53.48406915511748, -113.37521487410483 53.482431179567435, -113.36882993605298 53.48197419518009, -113.36871546142778 53.47714198409112, -113.37479127850509 53.4771403261556, -113.37591733940795 53.47710275633398, -113.37665297135273 53.47703530364098, -113.37745986059109 53.47691130310239, -113.37825141929765 53.47675596759371)))",6390
Weinlos,0.91681382374593,"MULTIPOLYGON (((-113.4208832611541 53.46201572091645, -113.42077729306888 53.463568542174485, -113.42066686842803 53.464242690442354, -113.42041710030767 53.4650551179464, -113.41970559350347 53.465010243173225, -113.41830476398098 53.46488930786125, -113.41688787607349 53.46477778810089, -113.41552270180982 53.46467091964365, -113.40672022770474 53.46402693898838, -113.40634153202267 53.462388320694714, -113.40628376699023 53.46168296422707, -113.40629873249522 53.46123967556419, -113.40641823036464 53.46072628438956, -113.40670329853442 53.46004989150193, -113.4070089410079 53.45946070787551, -113.40733788640937 53.45902870016011, -113.40800241145767 53.458301061318586, -113.40845627361844 53.45768828047406, -113.40863812125622 53.45737015182707, -113.40884976728825 53.456827461931724, -113.40900788972861 53.456195369633335, -113.40908234301168 53.45535815594293, -113.41105751313094 53.45546599579362, -113.41197708978173 53.45547613019893, -113.4131268121402 53.45545279527281, -113.41493977414657 53.45535191289233, -113.41638537746286 53.45522482469242, -113.42008358968491 53.45475845671842, -113.4205811777363 53.45679499640056, -113.42087166312014 53.458535854514885, -113.42089769462366 53.45931201407033, -113.4208832611541 53.46201572091645)))",6770
Tawa,0.664650394914162,"MULTIPOLYGON (((-113.4208832611541 53.46201572091645, -113.42089769462366 53.45931201407033, -113.42264458887965 53.45940809697183, -113.42436200205134 53.45942109922098, -113.425493382359 53.459373634623404, -113.42619822829312 53.45928916816395, -113.42698615659289 53.45916000640212, -113.42870192871302 53.45878878795138, -113.43045457527768 53.45847277365528, -113.43175293282277 53.45838511333599, -113.43430310883915 53.45838539363622, -113.43421815584487 53.45990503299343, -113.43431553071066 53.46101848382261, -113.43458991136536 53.46213349718275, -113.43598937337443 53.4654520923927, -113.43201438908562 53.465480766200955, -113.42770916245746 53.46539792801083, -113.42448762841764 53.4653074312847, -113.42041710030767 53.4650551179464, -113.42066686842803 53.464242690442354, -113.42077729306888 53.463568542174485, -113.4208832611541 53.46201572091645)))",6720
Mitchell Industrial,0.592507018242524,"MULTIPOLYGON (((-113.57799126784982 53.571574177962816, -113.57801788835275 53.57041872070606, -113.58113862640732 53.57041308444, -113.58357405589751 53.5704328328124, -113.587246302264 53.57041134828876, -113.59041102972932 53.570418878315074, -113.59039579074033 53.57356230102284, -113.59037009670891 53.577620206138874, -113.58942712637811 53.57761539802856, -113.58899235156805 53.57754345154356, -113.58860466955723 53.57741127655166, -113.58806748266252 53.57700180331048, -113.58780668765408 53.57686503011997, -113.58746923311216 53.57678586472161, -113.58728651946787 53.57676552870124, -113.58712310758705 53.57676647076986, -113.58435067354104 53.576766824036845, -113.57800115461836 53.57676447380343, -113.57801073178244 53.5735510186465, -113.57799126784982 53.571574177962816)))",4330
Morin Industrial,0.668612809804225,"MULTIPOLYGON (((-113.62740794616333 53.543314538987175, -113.62740681985376 53.54132742600749, -113.63099467150431 53.54132184163756, -113.63275757160362 53.541312773562495, -113.63629343827603 53.54128499811496, -113.63977684657911 53.5412281082637, -113.63978109702941 53.54330432891872, -113.63983116838763 53.54649900108668, -113.63982986693553 53.54859586122683, -113.63616135232492 53.54860187479403, -113.63278103782257 53.54861057630497, -113.62740312400685 53.548613292208024, -113.6274032495917 53.545277462000676, -113.62740794616333 53.543314538987175)))",4340
Norwester Industrial,0.688147603883806,"MULTIPOLYGON (((-113.60252818472941 53.56654337342282, -113.60257618903067 53.56465379206038, -113.6027209281599 53.56407294031391, -113.60278721194061 53.563594833042764, -113.60277606393097 53.56303164442424, -113.60644525026783 53.563036767545, -113.61061598321147 53.56303151978296, -113.61524048144325 53.563034631395254, -113.61523367696704 53.56744127977997, -113.61525762562715 53.57044388869854, -113.61131189475194 53.57043498131283, -113.60896104829558 53.57043169995319, -113.60282216126302 53.5704381271653, -113.60275884905316 53.56958513650669, -113.6025617196612 53.56862385529741, -113.60256441221635 53.56810534358008, -113.60252818472941 53.56654337342282)))",4350
Parsons Industrial,2.627118272851114,"MULTIPOLYGON (((-113.49190135242334 53.463460400162916, -113.49187133677015 53.46455338234163, -113.49204294688413 53.465224369751546, -113.49206420934229 53.46773852921331, -113.48604203384204 53.46769564491561, -113.48334968731095 53.46768979451682, -113.48221985351992 53.46763943005353, -113.48120525509383 53.46751376480768, -113.4795807644082 53.467232415877184, -113.47855707870484 53.46698686338168, -113.47500943119918 53.465879606723966, -113.47402660364705 53.46564067459647, -113.47289021960475 53.46545012280123, -113.47157521723398 53.465337801957965, -113.47014649015344 53.46527322562126, -113.46649569323644 53.465316017710364, -113.4664418816939 53.46269696973066, -113.46634962514496 53.458861115244304, -113.46640082496401 53.45185225260643, -113.47299530985946 53.451960703193805, -113.47385104158533 53.45200039998784, -113.47520012818836 53.4521510521559, -113.47677653185039 53.45243018089244, -113.4791316057993 53.452965456828565, -113.48161691417405 53.45352413925648, -113.48291930096582 53.45373074305086, -113.48444394542054 53.45386726653658, -113.48599235022675 53.45392321618257, -113.48961941481123 53.453861741272135, -113.49035518060447 53.45388631362359, -113.49134137604489 53.453986958648834, -113.49252496641822 53.453992057521276, -113.4923713402857 53.460676386708364, -113.49203461336232 53.461346393979184, -113.491932387413 53.4617763964303, -113.49190135242334 53.463460400162916)))",6570
Poundmaker Industrial,0.663630709053904,"MULTIPOLYGON (((-113.65309388455597 53.555880501295825, -113.64390723992672 53.55589718834773, -113.64378051795099 53.555898113091466, -113.64360540995752 53.55589770846546, -113.63990959991084 53.5559040584789, -113.63962554038291 53.55590653334962, -113.63972374287943 53.55327026815725, -113.6398282281773 53.54866805166484, -113.64540988399645 53.54867891700562, -113.64551472729256 53.548728808563034, -113.65204235326075 53.54872343394794, -113.65199952881518 53.55273713701776, -113.65246151716464 53.554066913054015, -113.65309388455597 53.555880501295825)))",4410
